rank,scripts_file_count,repo,mainLanguage,stars,forks,commits,contributors
1,834,snakeying/Textum,Python,41,4,103.0,1.0
2,816,yonatangross/orchestkit,TypeScript,117,13,339.0,2.0
3,586,eggent-ai/eggent,TypeScript,219,42,36.0,1.0
4,570,definableai/definable.ai,Python,20,2,177.0,2.0
5,454,CraftOS-dev/CraftBot,Python,55,5,494.0,4.0
6,416,xuey490/project,PHP,12,0,773.0,1.0
7,414,proffesor-for-testing/agentic-qe,TypeScript,250,48,1153.0,7.0
8,402,hainamchung/agent-assistant,Python,36,14,13.0,1.0
9,400,openakita/openakita,Python,1219,150,1312.0,7.0
10,382,UnicomAI/wanwu,Go,3959,79,3767.0,53.0
11,372,datascienceworld-kan/vinagent,Python,71,11,186.0,4.0
12,370,rvdbreemen/OTGW-firmware,C++,176,39,2407.0,20.0
13,370,kv0906/pm-kit,Python,68,16,102.0,1.0
14,358,eigent-ai/eigent,TypeScript,12993,1494,2151.0,63.0
15,354,GCWing/BitFun,TypeScript,451,47,305.0,11.0
16,352,codemo1991/nanobot-webui,Python,21,7,59.0,2.0
17,352,ginlix-ai/LangAlpha,Python,52,7,699.0,7.0
18,348,LdotJdot/OpenLum,JavaScript,26,5,8.0,1.0
19,348,agentscope-ai/CoPaw,Python,11481,1363,292.0,74.0
20,346,kyopark2014/strands-agent,Python,28,6,198.0,1.0
21,327,bytedance/agentkit-samples,Python,247,46,453.0,28.0
22,300,cyberfabric/cyber-pilot,Python,29,10,367.0,7.0
23,282,nucliweb/webperf-snippets,JavaScript,1417,79,332.0,17.0
24,261,kriegcloud/beep-effect,TypeScript,46,5,7803.0,728.0
25,250,ancoleman/ai-design-components,Python,310,48,81.0,2.0
26,240,yezannnnn/agentGroup,Python,53,17,13.0,1.0
27,192,smallnest/langgraphgo,Go,209,34,328.0,10.0
28,188,vobase/vobase,TypeScript,25,3,285.0,3.0
29,171,mikeOnBreeze/cc-crossbeam,Python,145,53,69.0,1.0
30,168,sunholo-data/ailang,Go,22,2,2060.0,6.0
31,168,Deepractice/AgentX,TypeScript,82,9,809.0,20.0
32,168,kivo360/OmoiOS,Python,37,4,701.0,5.0
33,164,jiahao-jayden/vibe-any-tanstack,TypeScript,50,14,128.0,2.0
34,160,marian2js/opengoat,TypeScript,285,31,573.0,2.0
35,153,OthmanAdi/planning-with-files,Python,16064,1476,155.0,22.0
36,147,krafton-ai/KIRA,Python,712,97,121.0,9.0
37,144,OpenCoworkAI/open-cowork,TypeScript,634,64,316.0,11.0
38,144,laborany/laborany,TypeScript,50,4,244.0,5.0
39,137,vibeforge1111/vibeship-spark-intelligence,Python,114,31,984.0,7.0
40,136,okwinds/miscellany,Python,39,2,50.0,3.0
41,135,HAI3org/HAI3,TypeScript,27,33,676.0,18.0
42,134,williamzujkowski/standards,Python,13,0,176.0,2.0
43,130,netease-youdao/LobsterAI,TypeScript,3938,453,370.0,18.0
44,126,kyopark2014/mcp,Python,40,8,850.0,1.0
45,120,zylos-ai/zylos-core,JavaScript,735,67,367.0,9.0
46,117,ImGoodBai/goodable,TypeScript,161,34,130.0,3.0
47,114,onyx-dot-app/onyx-foss,Python,242,48,6781.0,183.0
48,108,laraxot/laravelpizza.com,PHP,26,22,505.0,2.0
49,108,outfitter-dev/agents,TypeScript,25,0,107.0,2.0
50,105,Heyvhuang/ship-faster,TypeScript,319,54,81.0,3.0
51,104,inboundemail/inbound,TypeScript,334,42,809.0,10.0
52,98,0xAxiom/AppFactory,TypeScript,127,23,156.0,5.0
53,96,bifrost-proxy/bifrost,Rust,12,0,394.0,3.0
54,96,snyk/agent-scan,Python,1873,186,376.0,11.0
55,94,mehdic/bazinga,Python,19,0,566.0,3.0
56,93,initializ/forge,Go,10,1,104.0,2.0
57,90,senweaver/senweaver-ide,TypeScript,15,0,63.0,4.0
58,84,gvkhosla/compound-engineering-pi,TypeScript,35,2,18.0,1.0
59,82,sfc-gh-dflippo/snowflake-dbt-demo,Python,31,8,301.0,2.0
60,81,pacphi/sindri,Rust,11,6,386.0,3.0
61,80,a5c-ai/babysitter,JavaScript,441,24,1028.0,10.0
62,74,hAcKlyc/MyAgents,TypeScript,112,21,882.0,2.0
63,74,AIDotNet/MoYuCode,TypeScript,74,15,62.0,1.0
64,74,eddiebelaval/squire,Python,14,3,13.0,1.0
65,72,peterfei/ai-agent-team,JavaScript,291,36,51.0,1.0
66,72,iOfficeAI/AionUi,TypeScript,18771,1469,2966.0,57.0
67,70,adoresever/AGI_Ananas,TypeScript,148,21,37.0,4.0
68,70,Yangchengshuai/Aerotri-Web,JavaScript,15,5,91.0,3.0
69,69,6BNBN/FlowPilot,TypeScript,101,7,169.0,1.0
70,68,countbot-ai/CountBot,Python,208,35,82.0,3.0
71,68,codexstar69/bug-hunter,JavaScript,95,1,58.0,1.0
72,66,AIDotNet/OpenCowork,TypeScript,165,36,160.0,3.0
73,66,openteams-lab/openteams,Rust,73,5,1781.0,53.0
74,64,Mulily0513/Omni,Python,15,1,2.0,1.0
75,64,undsky/RuoYi-SpringBoot3-Pro,Java,133,49,66.0,1.0
76,64,ArcaneOrion/Alice-Single,Python,13,2,75.0,1.0
77,64,Xerus-ai/openwork,TypeScript,31,1,41.0,4.0
78,64,MiniMax-AI/Mini-Agent,Python,1844,278,54.0,12.0
79,64,AizenvoltPrime/damocles,TypeScript,46,3,253.0,1.0
80,63,jmagly/aiwg,TypeScript,97,14,648.0,4.0
81,63,yazelin/ching-tech-os,Python,22,8,639.0,4.0
82,62,ThinkInAIXYZ/deepchat,TypeScript,5583,641,2686.0,61.0
83,60,bgauryy/octocode-mcp,TypeScript,751,59,373.0,6.0
84,60,spring-ai-community/spring-ai-agent-utils,Java,189,37,100.0,3.0
85,60,mitsuhiko/agent-stuff,TypeScript,1595,105,202.0,4.0
86,56,byteowlz/oqto,Rust,34,2,481.0,1.0
87,54,sunflowermm/XRK-AGT,JavaScript,88,6,619.0,1.0
88,54,malue-ai/dazee-small,Python,30,0,193.0,9.0
89,54,udecode/better-convex,TypeScript,379,28,393.0,9.0
90,54,Fu-Jie/openwebui-extensions,Python,112,9,802.0,6.0
91,52,zhu1090093659/CodeConductor,TypeScript,70,3,120.0,2.0
92,51,j5ik2o/oni-comb-rs,Rust,42,0,4288.0,5.0
93,50,vasilyu1983/AI-Agents-public,Python,41,9,26.0,1.0
94,48,s-hiraoku/vscode-sidebar-terminal,TypeScript,12,7,1657.0,6.0
95,48,aklofas/kicad-happy,Python,51,5,15.0,2.0
96,48,axiomhq/gilfoyle,TypeScript,196,10,175.0,5.0
97,48,matteocervelli/llms,Python,20,2,26.0,1.0
98,48,bitsoex/bitso-java,JavaScript,36,30,414.0,17.0
99,46,tercumantanumut/selene,TypeScript,146,28,1032.0,2.0
100,44,Taoidle/plan-cascade,Rust,95,6,579.0,11.0
101,44,astronomer/agents,Python,281,27,228.0,14.0
102,44,aicodingstack/aicodingstack.io,TypeScript,28,7,438.0,3.0
103,44,dp-archive/archive,Python,1111,97,195.0,2.0
104,43,AgentConnect/awiki-agent-id-message,Python,10,2,111.0,2.0
105,42,gqy20/IssueLab,Python,10,6,438.0,7.0
106,42,hannesill/m4,Python,23,10,378.0,11.0
107,42,XiaoMi/mone,Java,1149,179,4361.0,55.0
108,42,tomascupr/sandstorm,Python,426,40,70.0,5.0
109,42,thetahealth/mirobody,Python,973,183,54.0,9.0
110,42,aitytech/agentkits-marketing,Python,374,44,69.0,4.0
111,42,poteto/noodle,Go,119,6,1396.0,2.0
112,42,HoangTheQuyen/think-better,Python,58,11,43.0,4.0
113,42,Chen-zexi/open-ptc-agent,Python,693,80,44.0,1.0
114,42,Flexasaurusrex/OpenPaw,TypeScript,12,0,14274.0,800.0
115,42,jd-opensource/JoySafeter,Python,176,35,219.0,5.0
116,40,bytedance/deer-flow,Python,30569,3694,1608.0,124.0
117,40,merylldindin/helix,Python,13,0,1252.0,3.0
118,40,ArvorCo/Relentless,TypeScript,86,5,243.0,3.0
119,40,sammcj/agentic-coding,Python,108,18,370.0,3.0
120,39,j5ik2o/okite-ai,Python,73,2,248.0,2.0
121,38,mono/SkiaSharp,C#,5297,616,3306.0,101.0
122,38,openshift-eng/ai-helpers,Python,52,214,836.0,88.0
123,38,Alenryuichi/openmemory-plus,TypeScript,17,1,70.0,1.0
124,38,sjtu-sai-agents/EvoMaster,Python,27,14,95.0,7.0
125,36,sd0xdev/sd0x-dev-flow,JavaScript,86,12,174.0,1.0
126,36,jayasuryajsk/codex-kaioken,Rust,32,2,2248.0,248.0
127,36,kipeum86/contract-review-agent,Python,10,1,31.0,4.0
128,36,Qredence/agentic-fleet,Python,92,10,780.0,9.0
129,36,four-meme-community/four-meme-ai,JavaScript,11,5,8.0,1.0
130,36,ace-step/ACE-Step-1.5,Python,7861,887,1009.0,53.0
131,36,coltonbatts/VCR,Rust,21,0,148.0,1.0
132,36,adelpro/quran-search-engine,Python,19,37,26.0,1.0
133,36,vurakit/agentup,Python,55,15,10.0,1.0
134,36,soimy/atlasify,Python,35,5,103.0,3.0
135,35,AytuncYildizli/reprompter,JavaScript,19,3,76.0,4.0
136,34,zscole/adversarial-spec,Python,511,43,41.0,6.0
137,34,gannonh/kata-orchestrator,JavaScript,105,3,1855.0,2.0
138,34,shangyankeji/super-dev,Python,131,35,68.0,2.0
139,34,kaivyy/kabot,Python,21,6,343.0,4.0
140,34,raphaelmansuy/edgequake,Rust,1443,148,127.0,7.0
141,34,kasperjunge/agent-resources,Python,409,35,386.0,5.0
142,34,modelscope/ms-agent,Python,4059,472,794.0,47.0
143,34,rangerrick337/operator-os,Python,11,1,3.0,1.0
144,33,co-r-e/dexcode,TypeScript,13,1,57.0,1.0
145,33,PackmindHub/packmind,TypeScript,243,12,2594.0,11.0
146,33,jmandel/request-my-ehi,TypeScript,10,0,99.0,2.0
147,32,leandrosilvaferreira/gitai,Python,36,2,73.0,2.0
148,32,aliyun/alibabacloud-adb-mysql-mcp-server,Python,26,19,14.0,5.0
149,32,opencmit/alphora,Python,345,33,157.0,3.0
150,32,diillson/chatcli,Go,69,21,689.0,2.0
151,32,mukhbit0/Flutter-Theme-Generator,TypeScript,47,5,122.0,2.0
152,32,Project-N-E-K-O/N.E.K.O,Python,781,103,802.0,29.0
153,32,vudovn/antigravity-kit,TypeScript,6037,1192,28.0,7.0
154,30,OpenHands/extensions,Python,72,15,101.0,11.0
155,30,vedantb2/eva,TypeScript,33,2,1384.0,3.0
156,30,rm2thaddeus/Pixel_Detective,Python,16,3,337.0,1.0
157,30,getsentry/sentry-javascript,TypeScript,8602,1756,13437.0,670.0
158,30,adobe/helix-website,JavaScript,39,56,4564.0,53.0
159,30,intertwine/hive-orchestrator,Python,14,2,316.0,6.0
160,30,heroui-inc/heroui,TypeScript,28396,2073,4072.0,233.0
161,30,jewbetcha/openflight,Python,168,17,317.0,4.0
162,30,vinayakkulkarni/v-intl,TypeScript,14,2,2356.0,3.0
163,30,nex-agi/NexAU,Python,50,10,357.0,17.0
164,30,spboyer/sensei,TypeScript,20,4,50.0,3.0
165,30,zhuanggenhua/BoardGame,TypeScript,12,4,312.0,3.0
166,28,microsoft/WindowsAppSDK,C++,4457,423,1861.0,126.0
167,28,SimHacker/moollm,Python,34,4,2287.0,3.0
168,28,understudy-ai/understudy,TypeScript,226,12,14.0,2.0
169,28,xenitV1/Antigravity-Workflows,Python,129,21,23.0,3.0
170,28,openaeon/OpenAEON,TypeScript,14,1,15.0,1.0
171,28,pymc-labs/decision-hub,Python,37,3,449.0,6.0
172,28,rand/cc-polymath,Python,80,5,158.0,2.0
173,28,ReinaMacCredy/maestro,TypeScript,23,3,562.0,3.0
174,28,eosphoros-ai/DB-GPT,Python,18260,2570,3289.0,171.0
175,27,moorestech/moorestech,C#,63,7,9821.0,15.0
176,27,cluesmith/codev,TypeScript,247,34,2515.0,3.0
177,27,chrispangg/deepagentsdk,TypeScript,107,11,167.0,4.0
178,27,srbhr/Resume-Matcher,TypeScript,26305,4742,1055.0,73.0
179,27,huangrt01/CS-Notes,Python,3947,484,819.0,4.0
180,26,ThierryN/fire-flow,Python,58,19,2.0,1.0
181,26,jonathan-vella/azure-agentic-infraops-accelerator,Python,16,16,24.0,4.0
182,26,jonathan-vella/azure-agentic-infraops,Python,164,61,492.0,6.0
183,26,Agents2AgentsAI/ata,Rust,67,3,4843.0,374.0
184,26,opendatahub-io/ai-helpers,Python,18,30,180.0,16.0
185,26,deepeshBodh/human-in-loop,Python,24,1,223.0,1.0
186,26,i2y/castella,Python,39,1,331.0,1.0
187,26,memovai/memov,Python,164,17,172.0,3.0
188,26,Kilo-Org/kilo-marketplace,Python,53,16,211.0,31.0
189,26,lintendo/Axhub-Make,TypeScript,26,9,64.0,2.0
190,26,microsoft/PowerToys,C#,130508,7775,8955.0,607.0
191,24,lofcz/LLMTornado,C#,573,95,1743.0,24.0
192,24,2025Emma/vibe-coding-cn,Python,14463,1594,130.0,2.0
193,24,shapeshift/web,TypeScript,201,201,7113.0,109.0
194,24,t0dorakis/murmur,TypeScript,20,0,88.0,1.0
195,24,elizaOS/eliza,TypeScript,17797,5452,17562.0,652.0
196,24,ruvnet/ruflo,TypeScript,21050,2318,5960.0,12.0
197,24,alibaba/higress,Go,7770,1029,1601.0,165.0
198,24,nuclia/frontend,TypeScript,55,18,2632.0,29.0
199,24,itxaiohanglover/mcp-codestyle-server,Java,48,7,109.0,8.0
200,24,Kurarion/Genshin-Calc,TypeScript,72,8,370.0,2.0
201,24,cofy-x/deck,TypeScript,11,2,22.0,1.0
202,24,giuseppe-trisciuoglio/developer-kit,Python,161,11,380.0,3.0
203,24,loonghao/auroraview,Rust,28,4,886.0,4.0
204,22,wordflowlab/agentsdk,Go,13,2,68.0,1.0
205,22,letta-ai/lettabot,TypeScript,270,63,425.0,21.0
206,22,SpartanLabsXyz/simmer-sdk,Python,33,10,322.0,4.0
207,22,Tai-ch0802/arc-like-chrome-extension,JavaScript,35,2,420.0,4.0
208,22,PaddlePaddle/PaddleOCR,Python,72293,9959,6851.0,285.0
209,22,AndurilCode/mcp-apps-kit,TypeScript,13,2,229.0,7.0
210,22,mangiapanejohn-dev/Resonix-AG,TypeScript,26,0,12909.0,749.0
211,22,karaage0703/ai-assistant-workspace,Python,12,2,8.0,1.0
212,21,canonical/copilot-collections,Python,16,9,56.0,10.0
213,21,mikeyobrien/rho,TypeScript,325,25,442.0,4.0
214,21,magicseek/nblm,Python,25,2,152.0,3.0
215,20,Cratis/Chronicle,C#,38,8,15832.0,16.0
216,20,tsinghua-fib-lab/AgentSociety,Python,855,156,491.0,15.0
217,20,wukongrobot/wukongbot,TypeScript,14,0,14.0,1.0
218,20,NJX-njx/opensoul,TypeScript,42,5,189.0,7.0
219,20,Safphere/opencowork,TypeScript,297,58,41.0,2.0
220,20,khoj-ai/pipali,TypeScript,42,11,428.0,3.0
221,20,letta-ai/letta-code,TypeScript,1847,186,1411.0,24.0
222,20,EvoScientist/EvoScientist,Python,29,0,343.0,6.0
223,20,uberdeveloper/fastbt,Python,26,17,657.0,4.0
224,20,go-mizu/mizu,Go,45,3,1862.0,2.0
225,20,ahaodev/heji,TypeScript,55,15,1550.0,3.0
226,20,Lingyuzhou111/dow-ipad-859,Python,197,45,178.0,2.0
227,20,finos/morphir,Rust,184,64,4246.0,61.0
228,20,asklokesh/loki-mode,Python,728,146,554.0,5.0
229,20,ezbuy/ezorm,Go,50,21,488.0,22.0
230,20,dotnet/maui,C#,23210,1926,19232.0,690.0
231,19,whuanle/EasyTouch,C#,29,10,27.0,1.0
232,18,GovTechSG/sgds-web-component,TypeScript,12,5,3303.0,18.0
233,18,module-federation/core,JavaScript,2469,396,3674.0,194.0
234,18,OriNachum/autonomous-intelligence,Python,220,15,445.0,2.0
235,18,bradautomates/head-of-content,Python,37,7,7.0,1.0
236,18,didi/mpx,JavaScript,3878,391,12824.0,121.0
237,18,Hmbown/rlmagents,Python,44,2,688.0,58.0
238,18,yoshiko-pg/difit,TypeScript,2268,101,513.0,43.0
239,18,jerrywu001/vue3-toastify,Python,541,48,178.0,12.0
240,18,LazyAGI/LazyLLM,Python,3747,364,934.0,43.0
241,18,lambdaclass/ethlambda,Rust,71,13,152.0,4.0
242,18,goplus/llcppg,Go,29,11,863.0,10.0
243,18,agents-flex/agents-flex,Java,1326,114,1194.0,53.0
244,18,mrvladd-d/memobank,JavaScript,31,8,3.0,1.0
245,18,LetPeopleWork/Lighthouse,TypeScript,12,1,4060.0,5.0
246,18,ValidatorsDAO/slv,TypeScript,85,12,858.0,12.0
247,18,maestromaximo/codex-local-sdk-python,Python,13,1,20.0,1.0
248,18,hect0x7/jmcomic-ai,Python,17,2,10.0,1.0
249,18,openshift-online/maestro,Go,17,33,420.0,17.0
250,18,dagster-io/erk,Python,74,7,4089.0,4.0
251,17,wjgoarxiv/antigravity-swarm,Python,104,13,35.0,2.0
252,16,intel/confidential-computing-zoo,C++,349,66,566.0,33.0
253,16,qnguyen3/qqcode,Python,49,14,133.0,5.0
254,16,draco-agent/tech-news-digest,Python,36,8,201.0,2.0
255,16,OniReimu/Ageaf,TypeScript,11,0,166.0,1.0
256,16,j-r-beckett/SpeedReader,C++,10,1,677.0,1.0
257,16,openstatusHQ/data-table-filters,TypeScript,1882,114,126.0,9.0
258,16,xinthink/reader-mcp-server,Python,11,5,29.0,2.0
259,16,w-winter/dot314,TypeScript,62,5,172.0,3.0
260,16,thapaliyabikendra/ai-artifacts,Python,15,4,41.0,5.0
261,16,dongbeixiaohuo/writing-agent,JavaScript,109,29,35.0,1.0
262,16,andyrewlee/amux,Go,48,1,299.0,1.0
263,16,merill/msgraph,Go,35,0,42.0,2.0
264,16,next-safe-action/next-safe-action,TypeScript,3008,46,708.0,23.0
265,16,smixs/agent-second-brain,Python,176,154,88.0,3.0
266,16,vana-com/data-connect,TypeScript,21,3,662.0,10.0
267,16,manusco/resonance,Python,34,6,54.0,2.0
268,16,hunghg255/reactjs-tiptap-editor,TypeScript,677,154,688.0,33.0
269,16,blueberrycongee/Lumina-Note,TypeScript,747,80,1494.0,6.0
270,15,00xLazy/TradeOS,TypeScript,18,1,27.0,1.0
271,15,espennilsen/pi,TypeScript,25,0,181.0,1.0
272,15,buluslan/ecommerce-competitor-analyzer,JavaScript,25,7,23.0,1.0
273,15,adityamparikh/maven-to-gradle,Python,11,1,9.0,1.0
274,15,RinDig/Interpreted-Context-Methdology,Python,123,26,14.0,1.0
275,15,Illuminated2020/DeepAgents-AutoGLM,Python,105,13,37.0,1.0
276,14,joeseesun/qiaomu-x-article-publisher,Python,68,11,4.0,1.0
277,14,holon-run/holon,Go,78,6,472.0,4.0
278,14,stolostron/multicluster-global-hub,Go,22,36,1861.0,26.0
279,14,frmlabz/frm-stack,TypeScript,26,4,35.0,1.0
280,14,EvoMap/evolver,JavaScript,1546,173,229.0,7.0
281,14,storyblok/monoblok,TypeScript,40,21,10160.0,125.0
282,14,Devolutions/UniGetUI,C#,21846,737,7743.0,100.0
283,14,xiaowanjiagit/linuxdo,JavaScript,52,23,2.0,1.0
284,14,awslabs/mcp,Python,8454,1352,1381.0,245.0
285,14,opensesh/OS_design-directory,TypeScript,10,2,549.0,1.0
286,14,DNYoussef/context-cascade,Python,22,6,238.0,1.0
287,14,PlagueHO/microsoft-foundry-jumpstart,Python,10,7,622.0,2.0
288,14,openclix/openclix,TypeScript,31,1,50.0,2.0
289,14,yctimlin/mcp_excalidraw,JavaScript,1436,132,72.0,13.0
290,14,darrenhinde/OpenAgentsControl,TypeScript,2674,232,210.0,11.0
291,14,noir-lang/noir,Rust,1322,375,7217.0,119.0
292,14,jewbetcha/opentrace,TypeScript,46,1,32.0,1.0
293,13,CryptoLabInc/rune,Python,13,2,45.0,3.0
294,13,builderz-labs/mission-control,TypeScript,2523,426,235.0,20.0
295,13,heleninsights-dot/phd-deepread-workflow,Python,11,0,13.0,1.0
296,12,vinayakkulkarni/vue-nuxt-best-practices,TypeScript,36,2,16.0,2.0
297,12,ChicagoHAI/NeuriCo,Python,28,2,146.0,4.0
298,12,baidu-baige/LoongFlow,Python,376,43,40.0,6.0
299,12,google-gemini/gemini-cli,TypeScript,97734,12256,5297.0,577.0
300,12,Yourdaylight/stock_datasource,Python,62,17,186.0,6.0
301,12,mikkelkrogsholm/ai-laegens-bord,JavaScript,37,3,5.0,1.0
302,12,brsbl/ottonomous,JavaScript,11,1,261.0,2.0
303,12,fellipeutaka/kanpeki,TypeScript,29,1,349.0,3.0
304,12,langchain-ai/deepagents,Python,10921,1751,939.0,79.0
305,12,TalexCK/Codex-Listener,Python,11,2,10.0,2.0
306,12,jingerpie/ocean-dataview,TypeScript,57,3,300.0,2.0
307,12,jzila/canopy,Go,28,5,719.0,5.0
308,12,michaeldcanady/servicenow-sdk-go,Go,28,9,975.0,8.0
309,12,No-Trade-No-Life/Yuan,TypeScript,349,51,2406.0,8.0
310,12,nicepkg/vsync,TypeScript,28,1,240.0,3.0
311,12,wecode-ai/Wegent,Python,481,71,1242.0,34.0
312,12,zai-org/GLM-OCR,Python,1961,146,43.0,8.0
313,12,seiggy/lucia-dotnet,C#,38,5,214.0,3.0
314,12,HyunjunJeon/Deepagent-research-context-engineering,Python,46,22,40.0,1.0
315,12,github/gh-aw-firewall,TypeScript,44,15,410.0,7.0
316,12,faidd/faidd,TypeScript,12,0,57.0,1.0
317,12,quan0715/QJudge,TypeScript,27,0,524.0,3.0
318,12,mco-org/mco,Python,194,19,83.0,1.0
319,12,tuanngocptn/nport,TypeScript,476,98,59.0,1.0
320,12,Forget-C/Jellyfish,TypeScript,104,12,37.0,2.0
321,12,agno-agi/agno,Python,38698,5116,5283.0,402.0
322,12,EnvyGithub/codex,Rust,14,2,3401.0,338.0
323,12,open-mercato/open-mercato,TypeScript,1084,179,1823.0,68.0
324,12,adobe/spectrum-web-components,TypeScript,1493,244,5141.0,140.0
325,12,rohitg00/kubectl-mcp-server,Python,849,166,127.0,7.0
326,12,FaberSober/fa-antd-admin,TypeScript,20,3,717.0,2.0
327,12,IanShaw027/wemp-operator,JavaScript,54,15,3.0,1.0
328,12,build-trust/autonomy,Python,27,8,230.0,2.0
329,12,ChaosChain/chaoschain,TypeScript,22,15,199.0,6.0
